Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Attachment,Attachment,Attachment,Attachment,Custom field (Atlassian Project),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Comments),Custom field (Customer segments),Custom field (Customer segments),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Effort),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Insights),Custom field (Issue colour),Custom field (Linked items),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Roadmap),Custom field (Score),Custom field (Start date),Custom field (State),Custom field (Team),Custom field (Theme),Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
TC-VAL-NAME: Name Giriş Alanı Doğrulama Kuralları,TAS-26,10165,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 3:29 PM,16/Sep/26 3:38 PM,,16/Sep/26 3:38 PM,,0,,,"* *Ön Koşul:* Kullanıcı Registration sayfasında name alanında bulunmalıdır.
* *Test Adımları:*
*# 2 karakterden az (1 karakter) veya 32 karakterden uzun isim/değerler girilir.
*# Latince harfler, rakamlar ve semboller içeren büyük/küçük harfli 2-32 karakter uzunluğunda geçerli bir isim girilir.
* *Beklenen Sonuç:* Sınır değerlerin (2 ve 32 karakter sınırları dahil) doğru çalıştığı, aralıktaki geçerli isimlerin kabul edildiği, sınır dışı karakter uzunluklarında ise hata mesajı alındığı doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003z:,,,,,,,,,10162,TAS-23,modül2 5-6-7,Done,16/Sep/26 3:38 PM
TC-VAL-PASS: Password Giriş Alanı Doğrulama ve Göz Simge Testi,TAS-25,10164,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 3:28 PM,16/Sep/26 3:37 PM,,16/Sep/26 3:37 PM,,0,,,"* *Ön Koşul:* Kullanıcı Registration sayfasında şifre alanında bulunmalıdır.
* *Test Adımları:*
*# Alanın boş bırakılması, 8 karakterden az veya 64 karakterden uzun şifreler girilmesi, ve şifre içinde boşluk kullanılması denenir.
*# Latince harfler, rakamlar, büyük/küçük harfler ve semboller içeren 8-64 karakter arası geçerli bir şifre girilir.
*# Şifre alanına metin girilerek sağdaki *""göz"" (eye)* simgesine tıklanır.
* *Beklenen Sonuç:* Kurallara uymayan şifrelerin (uzunluk, boşluk vb.) hata döndürdüğü; varsayılan olarak gizli (yıldızlı/maskeli) gelen şifrenin göz simgesine tıklandığında açık bir şekilde görünür hale geldiği doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00043:,,,,,,,,,10162,TAS-23,modül2 5-6-7,Done,16/Sep/26 3:37 PM
TC-VAL-EMAIL: E-mail Giriş Alanı Doğrulama Kuralları,TAS-24,10163,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 3:27 PM,16/Sep/26 3:36 PM,21/Sep/26 9:00 PM,16/Sep/26 3:36 PM,,0,,,"* *Ön Koşul:* Kullanıcı Registration veya Login sayfasında bulunmalıdır.
* *Test Adımları:*
*# Alan boş bırakılarak gönderilir (Zorunlu alan kontrolü).
*# Geçerli formatta olmayan (örneğin {{@}} veya {{.}} içermeyen, ya da birden fazla {{@}} içeren) değerler denenir.
*# Latince harfler, rakamlar ve özel karakterler içeren geçerli bir e-posta formatı girilir.
* *Beklenen Sonuç:* Sistemin boş değere ve hatalı formatlara (birden fazla {{@}} veya eksik nokta gibi) izin vermediği; yalnızca kurallara uygun, tek {{@}} ve host kısmında nokta içeren geçerli e-postayı kabul ettiği doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003v:,,,,,,,,,10162,TAS-23,modül2 5-6-7,Done,16/Sep/26 3:36 PM
modül2 5-6-7,TAS-23,10162,Epic,To Do,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 3:25 PM,16/Sep/26 3:25 PM,,,,0,,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark_grey,,,,0|i0003n:,,,,,,,,,,,,To Do,16/Sep/26 3:25 PM
TC-REG-02: Başarılı Kayıt ve Ana Sayfa Yönlendirmesi,TAS-22,10161,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 2:31 PM,16/Sep/26 2:36 PM,,16/Sep/26 2:36 PM,,0,,,"* *Ön Koşul:* Kullanıcı Registration sayfasında bulunmalıdır.
* *Test Adımları:*
*# Kullanıcı adı, geçerli e-mail ve geçerli şifre alanları kurallara uygun şekilde doldurulur.
*# *""Register Now""* butonuna tıklanır.
* *Beklenen Sonuç:* Tüm alanların başarılı bir şekilde doğrulandığı, *Register Now* butonuna tıklandığında sistemin yeni kaydı oluşturarak uygulamanın ana sayfasını açtığı doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0002v:,,,,,,,,,10149,TAS-10,modül2 3-4,Done,16/Sep/26 2:36 PM
C-REG-VAL-01: Boş veya Eksik Alanlarla Kayıt Denemesi,TAS-21,10160,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 2:30 PM,16/Sep/26 2:38 PM,,16/Sep/26 2:38 PM,,0,,,"* *Ön Koşul:* Kullanıcı Registration sayfasında bulunmalıdır ve form alanları boş veya eksik bırakılmalıdır.
* *Test Adımları:*
*# Alanlar boş bırakılarak (veya eksik verilerle) *""Register Now""* butonuna tıklanır.
* *Beklenen Sonuç:* Form alanlarının doğrulanma mekanizmasının çalıştığı, sistemin kayıt yapılmasına izin vermediği ve her alanın altında (veya üst kısımda açılır pencere şeklinde) hata/uyarı mesajlarının görüntülendiği doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003d:,,,,,,,,,10149,TAS-10,modül2 3-4,Done,16/Sep/26 2:38 PM
TC-REG-UI-01: Kayıt Formu Bileşenlerinin Doğrulanması,TAS-20,10159,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 2:29 PM,16/Sep/26 2:38 PM,16/Sep/26 2:37 PM,16/Sep/26 2:38 PM,,0,,,"* *Ön Koşul:* Kullanıcı uygulamanın *Registration* (Kayıt) sekmesinde bulunmalıdır.
* *Test Adımları:*
*# Sayfa üzerindeki form alanları görsel ve işlevsel olarak kontrol edilir.
* *Beklenen Sonuç:* Formun; *Kullanıcı adı* girişi için alan, *E-mail* girişi için alan, *Şifre* girişi için alan ve *""Register Now""*butonunu eksiksiz, görünür ve aktif olarak içerdiği doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:,,,,,,,,,10149,TAS-10,modül2 3-4,Done,16/Sep/26 2:38 PM
TC-LOG-04: Başarılı Giriş (Successful Login),TAS-19,10158,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 2:29 PM,16/Sep/26 2:39 PM,21/Sep/26 8:58 PM,16/Sep/26 2:39 PM,,0,,,"* *Ön Koşul:* Kullanıcı Login sayfasında bulunmalı, geçerli bir e-mail ve kayıtlı şifre bilgisine sahip olmalıdır.
* *Test Adımları:*
*# E-mail alanına geçerli formatta kayıtlı e-mail adresi girilir.
*# Şifre alanına doğru şifre girilir.
*# *Log In Now* butonuna tıklanır.
* *Beklenen Sonuç:* Alanların başarılı bir şekilde doğrulandığı, *Log In Now* butonuna tıklandığında uygulamanın ana sayfasının açıldığı doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003f:,,,,,,,,,10149,TAS-10,modül2 3-4,Done,16/Sep/26 2:39 PM
TC-LOG-VAL-01: Boş veya Eksik Alanlarla Giriş Denemesinde Hata Mesajı Doğrulanması,TAS-17,10156,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 2:12 PM,16/Sep/26 2:15 PM,,16/Sep/26 2:15 PM,,0,,,"



* *Ön Koşul:* Kullanıcı Login sayfasında bulunmalıdır ve form alanları (E-mail / Şifre) boş veya geçersiz formatta olmalıdır.
* *Test Adımları:*
*# Login sayfasındaki E-mail ve Şifre alanları boş bırakılır (veya eksik/hatalı veri girilir).
*# Formun altındaki *""Log In Now""* butonuna tıklanır.
*# Sayfa üstünde bir açılır pencere (toast/banner) veya ilgili alanların hemen altında bir uyarı ipucu çıkıp çıkmadığı gözlemlenir.
* *Beklenen Sonuç:*
** Form alanlarının doğrulama (validation) mekanizmasının çalıştığı,
** Sistemin başarılı giriş yapılmasına izin vermediği,
** Kullanıcıya ekranın üst kısmında bir açılır pencere şeklinde veya ilgili alanların altında net bir hata/uyarı mesajının görüntülendiği doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:,,,,,,,,,10149,TAS-10,modül2 3-4,Done,16/Sep/26 2:15 PM
TC-LOG-UI-03: 'Log In Now' Butonunun Doğrulanması,TAS-16,10155,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 2:09 PM,16/Sep/26 2:10 PM,,16/Sep/26 2:10 PM,,0,,,"* *Ön Koşul:* Kullanıcı uygulamanın giriş (Login) sayfasında bulunmalıdır.
* *Test Adımları:*
*# Login sayfası tarayıcıda açılır.
*# Sayfa üzerindeki butonun konumu, tasarımı ve erişilebilirliği kontrol edilir.
*# Butonun üzerindeki metin okunur.
* *Beklenen Sonuç:* Butonun görünür ve tıklanabilir (aktif) durumda olduğu, üzerinde tam olarak *""Log In Now""* yazdığı doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0002z:,,,,,,,,,10149,TAS-10,modül2 3-4,Done,16/Sep/26 2:10 PM
TC-LOG-UI-02: Şifre Giriş Alanının Doğrulanması,TAS-15,10154,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 2:08 PM,16/Sep/26 2:10 PM,21/Sep/26 8:58 PM,16/Sep/26 2:10 PM,,0,,,"* *Ön Koşul:* Kullanıcı uygulamanın giriş (Login) sayfasında bulunmalıdır.
* *Test Adımları:*
*# Login sayfası tarayıcıda açılır.
*# Sayfa üzerindeki Şifre giriş alanı görsel olarak kontrol edilir.
*# Şifre alanına örnek bir metin (örneğin test şifresi) girilir.
* *Beklenen Sonuç:* Şifre giriş alanının görünür ve aktif olduğu, ayrıca girilen karakterleri maskeli (yıldız/nokta şeklinde) olarak gizleyerek gösterdiği doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0002r:,,,,,,,,,10149,TAS-10,modül2 3-4,Done,16/Sep/26 2:10 PM
TC-LOG-UI-01: E-mail Giriş Alanının Varlığı,TAS-14,10153,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 2:07 PM,16/Sep/26 2:10 PM,21/Sep/26 8:57 PM,16/Sep/26 2:10 PM,,0,,,"* *Ön Koşul:* Kullanıcı uygulamanın giriş (Login) sayfasında bulunmalıdır.
* *Test Adımları:*
*# Login sayfası tarayıcıda açılır.
*# Sayfa üzerindeki E-mail giriş alanı görsel olarak kontrol edilir.
*# E-mail alanına tıklanarak odaklanılır (focus) ve metin yazılabilirliği test edilir.
* *Beklenen Sonuç:* E-mail giriş alanının sayfada görünür, aktif ve veri yazılabilir durumda olduğu doğrulanır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0002j:,,,,,,,,,10149,TAS-10,modül2 3-4,Done,16/Sep/26 2:10 PM
modül2 3-4,TAS-10,10149,Epic,To Do,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 1:54 PM,16/Sep/26 1:54 PM,,,,0,,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple,,,,0|i0002b:,,,,,,,,,,,,To Do,16/Sep/26 1:54 PM
CLONE - TC-RESP-01: Ekran çözünürlüğü 320px altına indiğinde düzenin değişmediği ve bozulmadığı doğrulanır.,KAN-14,10116,Task,Done,KAN,taskproqa,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 11:01 AM,16/Sep/26 1:46 PM,,,,0,responsive,UI,"* *Ön Koşul:* Yetkisiz kullanıcı karşılama sayfası açık olmalıdır.

*Test Adımları:*

# DevTools (F12) açılır.
# Responsive mod aktif edilir.
# Genişlik 320px altına çekilir.

*Beklenen Sonuç:*

Düzen bozulmamalı, sabit kalmalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,KAN-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00023:,,,,,,,,"16/Sep/26 11:01 AM;712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5;Test Edildi (Failed): 300px genişlikte metin ve butonlar sol taraftan ekrandan taşıyor, harfler kesiliyor.",,,,Done,16/Sep/26 11:01 AM
TC-AUTH-03: Log In Butonu Yönlendirme Kontrolü,TAS-9,10049,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,15/Sep/26 8:44 PM,16/Sep/26 1:51 PM,16/Sep/26 1:52 PM,15/Sep/26 8:51 PM,,0,,,"*Ön Koşul:*
Kullanıcı oturumu kapalı olmalı ve Task Pro anasayfası (karşılama ekranı) açık olmalıdır.

*Test Adımları:*

# Uygulama anasayfasına gidilir.
# ""Log In"" butonunun görünürlüğü ve tıklanabilirliği kontrol edilir.
# ""Log In"" butonuna tıklanır.

*Beklenen Sonuç:*

* ""Log In"" butonu ekranda net şekilde görüntülenmeli ve tıklanabilir olmalıdır.
* Butona tıklandığında kullanıcı hatasız bir şekilde giriş formuna (giriş modal penceresine) yönlendirilmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001u:r,,,,,,,,,,,,Done,15/Sep/26 8:51 PM
TC-AUTH-02: Registration Butonu Yönlendirme Kontrolü,TAS-8,10048,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,15/Sep/26 8:42 PM,16/Sep/26 1:51 PM,16/Sep/26 1:51 PM,15/Sep/26 8:50 PM,,0,,,"*Ön Koşul:*
Kullanıcı oturumu kapalı olmalı ve Task Pro anasayfası (karşılama ekranı) açık olmalıdır.

*Test Adımları:*

# Uygulama anasayfasına gidilir.
# ""Registration"" butonunun görünürlüğü ve tıklanabilirliği kontrol edilir.
# ""Registration"" butonuna tıklanır.

*Beklenen Sonuç:*

* ""Registration"" butonu ekranda net şekilde görüntülenmeli ve tıklanabilir olmalıdır.
* Butona tıklandığında kullanıcı hatasız bir şekilde kayıt formuna (kayıt modal penceresine) yönlendirilmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001u:m,,,,,,,,,,,,Done,15/Sep/26 8:50 PM
TC-AUTH-01	Karşılama Sayfası Bileşenlerinin Doğrulanması,TAS-7,10047,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,15/Sep/26 8:37 PM,16/Sep/26 1:52 PM,16/Sep/26 1:50 PM,15/Sep/26 8:49 PM,,0,,,"Ön Koşul:
Kullanıcı oturumu kapalı olmalı ve Task Pro anasayfası (karşılama ekranı) açık olmalıdır.

Test Adımları:

# Uygulama anasayfasına gidilir.
# Uygulamanın adı ve logosu incelenir.
# Sayfadaki ana görsel (illüstrasyon) incelenir.
# Kullanıcıyı uygulamayı kullanmaya teşvik eden karşılama cümlesi kontrol edilir.

Beklenen Sonuç:

* ""Task Pro"" logosu ve şimşek simgesi net ve hatasız görüntülenmelidir.
* Ortadaki kullanıcı/karakter görseli ortalanmış ve bozulmadan görünmelidir.
* Teşvik cümlesi eksiksiz ve okunabilir olmalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001t:i,,,,,,,,,,,,Done,16/Sep/26 1:52 PM
[UI/Responsive] 320px genişlikte karşılama ekranı açıklama metni sağ kenardan ekrandan taşıyor,KAN-9,10046,Bug,Done,KAN,taskproqa,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,15/Sep/26 8:07 PM,16/Sep/26 11:01 AM,,,,0,,,"* *Açıklama:*
Ekran çözünürlüğü 320px altına indirildiğinde veya tam 320px yapıldığında karşılama sayfasındaki açıklama metninin sağ kenarı ekrandan taşmakta ve metin kesilmektedir.
Yeniden Oluşturma Adımları (Steps to Reproduce):
*# task-pro-qa.f.goit.study adresine yetkisiz (oturum açmamış) kullanıcı olarak gidin.
*# Geliştirici Araçları'nı (DevTools / F12) açarak Cihaz (Responsive) moduna geçin.
*# Genişlik (Width) alanına 320 yazıp Enter'a basın.
*# Karşılama ekranındaki logo altında yer alan açıklama metnini inceleyin.
* *Gerçekleşen Sonuç (Actual Result):*
Açıklama metninin ikinci satırındaki kelimeler ekranın sağından taşmakta ve harfler kesilmektedir (""start achiev..."").
*Beklenen Sonuç (Expected Result):*
Gereksinime göre 320px'te düzen bozulmamalı; tüm metin sağ ve sol sınırlara taşmadan, alt satıra geçerek eksiksiz okunmalıdır.
*Ortam (Environment):*
** URL: task-pro-qa.f.goit.study
** Çözünürlük: 320x852
** Tarayıcı: Chrome / Safari (DevTools)

!Ekran Resmi 2026-09-15 20.05.46.png|width=682,alt=""Ekran Resmi 2026-09-15 20.05.46.png""!",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,TAS-3,KAN-14,,15/Sep/26 8:09 PM;c81d48e0-b6a6-4e44-9fa1-7b52a275c7eb;Ekran Resmi 2026-09-15 20.05.46.png;https://meleky2307.atlassian.net/rest/api/3/attachment/content/10000,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001v:,,,,,,,,,10008,KAN-3,modül1,Done,15/Sep/26 8:07 PM
TC-RESP-05: 1280px ve üzeri (Desktop) çözünürlükte masaüstü düzeninin tam olarak oturduğu doğrulanır.,TAS-6,10013,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,15/Sep/26 5:14 PM,16/Sep/26 1:52 PM,16/Sep/26 1:50 PM,15/Sep/26 8:22 PM,,0,responsive,UI,"*Ön Koşul:* Yetkisiz kullanıcı karşı karşılama sayfası açık olmalıdır.

*Test Adımları:*

# DevTools'ta genişlik 1280px ve üzerine (örn: 1440px, 1920px) ayarlanır.
*Beklenen Sonuç:*
Masaüstü görünümüne geçilmeli; öğeler aşırı yayılmadan/bozulmadan tasarımdaki konteyner (container) hizasında kalmalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001r:i,,,,,,,,,,,,Done,16/Sep/26 1:52 PM
TC-RESP-04: 768px - 1280px (Tablet) aralığında tasarımın düzgün görüntülendiği doğrulanır.,TAS-5,10012,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,15/Sep/26 5:13 PM,16/Sep/26 1:52 PM,,15/Sep/26 8:21 PM,,0,responsive,UI,"*Ön Koşul:* Yetkisiz kullanıcı karşı karşılama sayfası açık olmalıdır.

*Test Adımları:*

# DevTools'ta genişlik 768px'e getirilir (Tablet breakpoint).
# 1279px'e kadar esnetilerek gözlemlenir.
*Beklenen Sonuç:*
Sayfa tablet tasarımına geçiş yapmalı, ızgara (grid) ve içerik yerleşimi tablet düzenini korumalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001r:d,,,,,,,,,,,,Done,15/Sep/26 8:21 PM
